,database,scenario,fuelOrTech,2017,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A.sqlite,solve,COAL_TAXED,27001.813685490335,25287.73037856354,0.0,0.0,0.0,0.0,0.0,0.0
2,A.sqlite,solve,DSL_TAXED,0.1423691945583398,0.1423691945583398,0.1423691945583398,0.0,0.0,0.0,0.0,0.0
3,A.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A.sqlite,solve,ELC_DIST,0.0,0.0,0.0,0.0,0.0,0.0,1880.4032431709893,6261.549508620352
5,A.sqlite,solve,HYDRO,2423.060510827338,2405.380306924305,2322.098848524346,2198.143560647403,2164.6357100650416,2114.3751578026104,2120.175523918362,2120.1755239183626
6,A.sqlite,solve,MSW_LF_TAXED,4.9062222897583085,4.75290161463565,4.701794722928099,3.5570003553456013,3.5058934636380483,3.465007952494228,4.292939589267683,4.292939589267684
7,A.sqlite,solve,NATGAS_TAXED,60968.48238044146,58171.95739492656,86155.50733786893,95022.03941628714,106385.57025641424,117458.02676193864,121507.596727095,121048.1251553858
8,A.sqlite,solve,NUCLEAR,29696.661398757282,29664.559065398273,29670.61156540311,29231.506045607406,29249.6197956219,29254.132006736618,29566.412065319753,29563.15584309493
9,A.sqlite,solve,OIL_TAXED,780.5548320022217,594.8248346314155,0.12457304454410288,0.12457304454410288,0.12457304454410288,0.12457304454410288,0.12457304454410288,0.0
10,A.sqlite,solve,SOLAR,887.9084846404102,11772.122437812786,20048.163922142223,26138.950940760413,31247.629574236245,35751.60297032721,47248.44839609174,64015.89510544079
11,A.sqlite,solve,WIND,2.715944418561644,2.687653104650123,2.602779162915556,2.1105103000217404,2.0539276721986957,2.025636358287175,0.0,0.0
12,B.sqlite,solve,BIO,0.0,68.1760244989853,186.74401126050634,68.17602449898529,68.1760244989853,299.38303079506204,220.6444368431823,136.3520489979706
13,B.sqlite,solve,COAL_TAXED,27001.813685490335,25946.126176312468,0.0,0.0,0.0,0.0,0.0,0.0
14,B.sqlite,solve,DSL_TAXED,0.1423691945583398,0.6548928280239144,0.8739223615324713,0.2277907112933436,0.2277907112933436,0.6548928280239141,0.6548928280239141,0.6548928280239141
15,B.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,53.7108914179687,51.689638129323924,54.198682407270326,0.0,0.0
16,B.sqlite,solve,ELC_DIST,0.0,16772.526337029132,29240.483992559064,31086.808043035824,31239.664864324783,35585.21383788482,35517.635460914105,36627.34411610744
17,B.sqlite,solve,HYDRO,2423.0605108273376,2423.0605108273385,2423.060510827338,2423.060510827338,2423.0605108273376,2423.060510827338,2423.0605108273394,2423.0605108273385
18,B.sqlite,solve,MSW_LF_TAXED,4.906222289758308,4.088512022437476,4.9062222897583085,4.9062222897583085,4.906222289758307,4.906222289758308,4.906222289758309,4.9062222897583085
19,B.sqlite,solve,NATGAS_TAXED,60968.482380441514,29527.35082028852,18247.317928486736,17533.983052916075,16699.94606974885,970.5950913320321,0.0,0.0
20,B.sqlite,solve,NUCLEAR,29696.661398757282,29501.287287489882,29501.649120823502,29533.84967640481,29533.84967640482,28800.44613137366,26803.836910331946,29696.66139875728
21,B.sqlite,solve,OIL_TAXED,780.5548320022217,3243.4705782603296,1.5696155779223575,0.37371435029897154,0.3737143502989715,0.9467503552018448,0.8221773106577419,0.5730312215695361
22,B.sqlite,solve,SOLAR,887.90848464041,40427.79942989175,63641.96547486866,66728.14895169677,66728.14895169674,66728.14895169676,65840.24046705637,66485.43941118917
23,B.sqlite,solve,WIND,2.715944418561644,2.7159444185616453,29526.095756926225,41995.697065513,59304.807946026966,91654.94918857382,111056.83614856782,123362.16094091193
