,database,scenario,2017,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,6.868205318911282,6.749231656378032,7.079658863933205,8.694143705669706,9.19166648161719,9.716872648715073,10.48254149638455,11.07131170667089
1,B.sqlite,solve,6.868205322271971,8.052334765010634,10.121865963942698,11.836038549389022,13.116331589916559,13.98599715310672,13.621540826427566,14.911539878784536
