,database,scenario,2017,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,6.922033516270086,7.312707846459264,8.034066732366393,10.938221045843644,11.46671640447139,12.029410104878469,13.110600411020474,13.672078553577203
1,B.sqlite,solve,6.922033519630774,9.748293332841248,14.424905940310875,17.884008520692976,19.88610191692646,21.991440430625584,21.37663707874091,23.70044317591286
