,database,scenario,2018,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,5.497677088334629,5.190692864035283,6.074229982927827,8.237278856912761,8.776025056161346,9.454498187279627,10.477150941806315,11.892526327733378
1,B.sqlite,solve,5.497677087820524,7.224435298001074,9.071289453112744,10.644843138639867,11.025479826521142,10.995275710965615,11.908890096583916,12.278375183565878
