,database,scenario,fuelOrTech,2018,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.247467549531
1,A.sqlite,solve,COAL_TAXED,9935.099945725873,5128.421381658292,0.0,0.0,0.0,0.0,0.0,0.0
2,A.sqlite,solve,DSL_TAXED,3.73808996826825,0.17522362347351217,0.0,0.0,0.0,0.0,0.0,0.0
3,A.sqlite,solve,ELC_CENTRAL,2210.1109321847557,1095.0417502927003,2886.1456636978055,0.0,2201.349907999968,2366.2300937263176,2196.763232035188,1892.9840781810535
4,A.sqlite,solve,ELC_DIST,0.0,0.0,0.0,1763.4085340773934,2584.9372611012836,2983.844664609298,183.27016934106058,13720.777291679318
5,A.sqlite,solve,HYDRO,1593.2956557190803,1593.2956557190798,1593.29565571908,1593.29565571908,1593.2956557190803,1028.998930267645,796.6478278595414,770.0926878382971
6,A.sqlite,solve,MSW_LF_TAXED,4.906222231147199,4.906222231147201,0.3168627133090457,4.70179466431699,0.0,0.0,0.0,0.0
7,A.sqlite,solve,NATGAS_TAXED,59773.171132818585,91518.19026668687,70255.61586926012,58520.36146517741,43974.98332490221,29316.655697342194,14658.32788539332,0.0
8,A.sqlite,solve,NUCLEAR,29071.469062146123,29071.46906214612,29071.469062146123,29071.469062146127,29071.469062146123,27892.060313980364,26557.92391291304,24733.302086453343
9,A.sqlite,solve,OIL_TAXED,3356.0538690352046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,A.sqlite,solve,SOLAR,638.3204977283231,638.3204977283232,13026.94650697922,13026.946506979228,20813.1437635365,17707.570488829824,8219.372434021607,21968.199753109835
11,A.sqlite,solve,WIND,3.942500025376221,3.9425000253762206,24952.390797761902,50681.43512390068,74588.97188191564,109716.23581345641,150404.6210283788,168845.2763489644
12,B.sqlite,solve,BIO,0.0,9540.07316318761,5118.5995132615435,5276.832431165908,5448.913213525792,4764.271526866971,5385.576507086234,4736.387439900218
13,B.sqlite,solve,COAL_TAXED,9935.099945725871,9935.099945725871,0.0,0.0,0.0,0.0,0.0,0.0
14,B.sqlite,solve,DSL_TAXED,3.7380899682682496,4.266667919524447,1.594507645442274,0.6548928280239144,0.654892828023914,0.654892828023914,1.5945076454422737,0.0
15,B.sqlite,solve,ELC_CENTRAL,2210.1109319069774,1945.3240083840376,2357.8467528862775,2283.918216632689,2055.6794939778765,1892.984080125498,5339.873055660789,5999.536966810744
16,B.sqlite,solve,ELC_DIST,0.0,2311.0663780710756,3094.6187572534704,5040.959768143881,6903.870249100876,7565.360187885625,5531.191412730511,6698.4945179143515
17,B.sqlite,solve,HYDRO,1593.2956557190805,1593.29565571908,1311.1472929933625,1311.1472929933625,1269.4373676822167,770.0926878382969,770.0926878382973,770.092687838297
18,B.sqlite,solve,MSW_LF_TAXED,4.906222231147198,4.906222231147198,2.7699639738826396,3.638781132911027,2.76996397388264,2.3713400346748497,2.3713400346748514,0.0
19,B.sqlite,solve,NATGAS_TAXED,59773.17114948525,69694.3590743666,12213.397840326279,12243.819482017285,12287.576826496737,12206.177181987172,2375.6890191227744,0.0
20,B.sqlite,solve,NUCLEAR,29071.469062146127,29071.46906214613,26840.954015917243,26881.982132616737,26512.07586565415,26413.086823908267,26562.872560139225,26555.05820735519
21,B.sqlite,solve,OIL_TAXED,3356.053868201873,3845.4439020488567,1.7441757891731193,0.7136656803209319,0.7136656803209319,0.7136656803209319,1.7441757891731193,0.0
22,B.sqlite,solve,SOLAR,638.3204977283233,5635.995041954799,7047.749626153091,10697.953918715762,13567.88949023281,14926.358334465425,13855.630398294501,17291.010193140322
23,B.sqlite,solve,WIND,3.9425000253762206,3.942500025376222,86852.88329066854,97726.59981103412,111779.18284686528,127384.06108032409,153428.11971579786,168905.7052551244
