,database,scenario,2017,2020,2025,2030,2035,2040,2045,2050
0,A.sqlite,solve,6.922033517317749,7.3084390652905435,8.029599800566057,10.866710026727633,11.400617400444562,11.960544050033622,13.048617040192072,13.612284580223662
1,B.sqlite,solve,6.922033511501167,9.758306731023485,14.442217135754252,18.155939553440717,20.143656650336595,22.21479268298038,21.668187311060407,23.89919496376186
